"","UniqueCarrier","count.x","ratio__10","ratio__10_10","ratio_10_30","ratio_30_50","ratio_50_100","ratio_100","ratio_cancellations","ratio_nas","mean_delay","median_delay","all"
"1","DL",888306,0.0947319955060531,0.54780559852123,0.211650039513411,0.0610915607909887,0.0435075300628387,0.0196092337550349,0.0192715122941869,0.00233252955625652,11.5118850784994,4,1
"2","WN",757419,0.0598994743992427,0.699950753809978,0.139136990226018,0.0451573039493332,0.0318291460869083,0.00964591593292484,0.0124884641129943,0.00189195148260078,6.89038440672608,0,1
"3","UA",735266,0.13951685512454,0.549897588083768,0.151180661148482,0.0530243476510542,0.0514779685175161,0.0251419214270754,0.0269548707542576,0.0028057872933061,10.2946772004979,1,1
"4","US",728534,0.111540435998869,0.587084473751397,0.171794315707983,0.048843293518216,0.0358445865258176,0.0145456492078613,0.0277145610225466,0.00263268426730942,8.17945854124642,2,1
"5","AA",655539,0.167414905901861,0.499465325480254,0.173025556069128,0.0570660174299317,0.0514401126401328,0.0260259115018328,0.0221100498978703,0.00345212107898996,10.8997983662658,2,1
"6","NW",543041,0.196169350012246,0.5239272909412,0.137628650507052,0.0464384825455168,0.0385956124859817,0.0204312381569716,0.034023213716828,0.00278616163420442,7.13677034023386,-1,1
"7","CO",414410,0.143271156584059,0.558186337202288,0.158541058372144,0.0476798339808402,0.0421587316908376,0.0240848435124635,0.0235949904683767,0.00248304818899158,9.45298473995486,1,1
"8","TW",282176,0.132711499206169,0.493560756407349,0.187879195962803,0.0669546665910637,0.052484973916988,0.0233258675436607,0.0398829099569063,0.0032001304150601,11.7626055944211,3,1
"9","HP",203001,0.045019482662647,0.588263112004374,0.215358545031798,0.0579603056142581,0.0466352382500579,0.0213693528603307,0.0232560430736794,0.00213792050285467,13.0090878764291,5,1
"10","AS",144291,0.0470854038020389,0.55031845368041,0.254367909294412,0.0651669196276968,0.0402935734037466,0.0170003673132766,0.0223506663617273,0.00341670651669196,13.2271204285318,7,1
"11","All_data",5351983,0.120028781855249,0.566173883586701,0.171340417187424,0.0533428450725647,0.0427807786384972,0.0196783136269304,0.0240165187370737,0.00263846129556092,9.67328422141367,2,1
