"","UniqueCarrier","count.x","ratio__10","ratio__10_10","ratio_10_30","ratio_30_50","ratio_50_100","ratio_100","ratio_cancellations","ratio_nas","mean_delay","median_delay","all"
"1","WN",957145,0.148977427662475,0.625976210501021,0.123232112166913,0.0408872218942793,0.0308051549138323,0.00987311222437562,0.0184841377220797,0.00176462291502332,4.85582193387675,0,1
"2","DL",835236,0.235787250549545,0.500792590357695,0.130903121991868,0.0406807177851529,0.0333522501424747,0.017029917292837,0.0393014668907949,0.00215268498963167,4.98430825418555,-2,1
"3","AA",716985,0.280966826363174,0.437466613666953,0.124501907292342,0.04396744701772,0.0426703487520659,0.0228303242048299,0.0449521259161628,0.00264440678675286,5.78260519375157,-2,1
"4","UA",704977,0.235278597741487,0.459782375878929,0.127479336205295,0.0478299292033641,0.0480072399525091,0.0303229750757826,0.0489689734558716,0.00233057248676198,8.62553004431739,-1,1
"5","US",688748,0.274795716285202,0.468342557800531,0.120951349405007,0.0399013862835173,0.0330091702625634,0.0162701016917653,0.0444516717289923,0.0022780465424219,3.51355163175506,-3,1
"6","NW",533045,0.305246273766755,0.452239491975349,0.11938016490165,0.0401279441698168,0.0321642638051196,0.015304524008292,0.0328189927679652,0.00271834460505211,3.15180256058136,-4,1
"7","MQ",489418,0.241746319097377,0.427726401562672,0.129468062065555,0.0532142258764492,0.0511934583525739,0.0227964643719683,0.0722940308693183,0.00156103780408567,7.76109929578708,-1,1
"8","CO",377281,0.313031931107053,0.453139702237855,0.112141878334716,0.0362673975100787,0.032901206262706,0.0209923107710168,0.0291453850048107,0.00238018877176428,3.32328462698454,-4,1
"9","TW",244721,0.234671319584343,0.527228966864307,0.125710502980946,0.0401068972421656,0.0328537395646471,0.0141385496136417,0.0234838857310979,0.00180613841885249,4.24849496084383,-2,1
"10","HP",209979,0.16958838741017,0.524395296672524,0.162506726863163,0.0492525443020493,0.0414136651760414,0.021035436877021,0.0303792283990304,0.00142871430000143,8.32405804230202,1,1
"11","AS",156447,0.113642319763243,0.513023579870499,0.199658670348425,0.064437157631658,0.0478756383951114,0.0211892845500393,0.0372330565622863,0.00294029287873849,11.7168791039011,4,1
"12","AQ",53798,0.0281608981746533,0.764805383099743,0.138332280010409,0.0275289044202387,0.0107253057734488,0.00275103163686382,0.0276776088330421,1.85880516004312e-05,4.88856389080064,1,1
"13","All_data",5967780,0.2358615766667,0.495946063695378,0.127786211958216,0.0433450965015466,0.037523333634953,0.0186335622291706,0.0387410393814785,0.00216311593255784,5.52824873119062,-2,1
