"","UniqueCarrier","delta_mean_delay","Year"
"1","DL",0.0302605420184072,"1989"
"2","AA",-2.2291686525669,"1989"
"3","US",3.13706194212813,"1989"
"4","UA",2.82122448161754,"1989"
"5","NW",-2.37035465628848,"1989"
"6","CO",-2.85806966378359,"1989"
"7","WN",-1.63761240849898,"1989"
"8","PI",5.43648402581403,"1989"
"9","TW",-0.829554938642869,"1989"
"10","HP",-2.47794932779411,"1989"
"11","EA",-2.44174973785196,"1989"
"12","AS",-0.953800014334755,"1989"
"13","PA (1)",1.15567440211387,"1989"
