"","UniqueCarrier","count.x","ratio__10","ratio__10_10","ratio_10_30","ratio_30_50","ratio_50_100","ratio_100","ratio_cancellations","ratio_nas","mean_delay","median_delay","all"
"1","WN",1099321,0.224062853343109,0.540122493793896,0.126746418925864,0.0470062884271291,0.0373357736275392,0.0149892524567438,0.00814229874622608,0.00159462067949216,5.04347534532347,-2,1
"2","AA",643597,0.246178897664222,0.468373842637551,0.127853299502639,0.0510459184862577,0.0542513405127743,0.0339187410755488,0.0157350018722896,0.00264295824871775,9.59826613841452,-1,1
"3","MQ",550088,0.223282456625122,0.451604106979247,0.133422288797429,0.0584742804787598,0.0612774683323396,0.0332419540146304,0.0363396402030221,0.00235780456945071,10.890673429135,-1,1
"4","OO",548109,0.206223579616463,0.51871616776955,0.132055850204977,0.046633060212476,0.0455037227996621,0.0262666732347033,0.0234332952022317,0.0011676509599368,8.19926490530746,-1,1
"5","DL",506086,0.247995399991306,0.46910208936821,0.146216255735191,0.0522915077674545,0.0450575593871397,0.021935007093656,0.0152049256450485,0.00219725501199401,7.0122104492649,-1,1
"6","US",504844,0.24080706119118,0.47837351736378,0.156323537568041,0.0513287272900143,0.040905705524875,0.0193267623265801,0.0109162434336151,0.00201844530191505,6.62912139735187,-1,1
"7","UA",500008,0.253549943200909,0.444706884689845,0.130549911201421,0.0523471624454009,0.0567670917265324,0.0394273691620934,0.0204756723892418,0.00217596518455705,10.5024576309338,-1,1
"8","XE",441470,0.254468027272521,0.437311708609872,0.133132489183863,0.0521779509366435,0.057125059460439,0.0393458219131538,0.0220082904840646,0.00443065213944322,10.7223300248023,-1,1
"9","NW",432880,0.21970523008686,0.48583210127518,0.165891240066531,0.0546017372019959,0.0419330992422842,0.0188389391979301,0.0112132692663094,0.00198438366290889,8.05305185091545,0,1
"10","CO",309389,0.231129742815679,0.453490589516757,0.154174841380915,0.0575230535022254,0.0570640843727476,0.0378681853588848,0.00532985982048489,0.00341964323230626,11.3113974736046,1,1
"11","YV",304764,0.258183381239254,0.441351340709533,0.114662492945361,0.0478960769644709,0.0570933574831673,0.0473776430287042,0.0313160347022614,0.00211967292724863,11.6271463197702,-1,1
"12","OH",278099,0.235574381784904,0.460368429947609,0.140493133740143,0.0544949820028119,0.0536895134466503,0.0283963624464669,0.0247214121589794,0.00226178447243607,8.88003104270219,0,1
"13","EV",273143,0.214330954847827,0.399157218014007,0.166883280918786,0.0765642904998481,0.0771354199082532,0.0391882640228745,0.0248331460077688,0.00190742578063505,14.5596582894158,3,1
"14","FL",237645,0.27058006690652,0.43223716047045,0.138437585474132,0.0575816869700604,0.0569336615539986,0.0339876706852658,0.00816764501672663,0.0020745229228471,9.44473260179158,-1,1
"15","AS",159404,0.234554967253017,0.449355097739078,0.163389877292916,0.0589194750445409,0.0493337682868686,0.0261223055883165,0.0152442849614815,0.00308022383378083,9.12842289577782,0,1
"16","B6",155732,0.280700177227545,0.403430251971335,0.151651555235918,0.0591336398428069,0.0538938689543575,0.0417704774869648,0.00423162869545116,0.00518840058562145,10.9096036041876,-1,1
"17","F9",90181,0.203313336512126,0.549306394916889,0.156052827092181,0.0415608609352303,0.0281323116842794,0.0107117907319724,0.0100021068739535,0.000920371253368226,4.65275348670344,0,1
"18","HA",52173,0.152128495582006,0.763805033254749,0.0553926360377973,0.010656853161597,0.00672761773331033,0.00630594368734786,0.00484925152856842,0.000134169014624423,-1.0319958391925,-4,1
"19","AQ",35387,0.175036030180575,0.695735722157855,0.0767796083307429,0.0168140842682341,0.010314522282194,0.00384321926131065,0.0210529290417385,0.000423884477350439,-0.645941028677044,-4,1
"20","TZ",19602,0.223701663095602,0.412559942862973,0.172278338945006,0.0648913376186104,0.0624936230996837,0.0519844913784308,0.0115804509743904,0.00051015202530354,15.7707203718048,2,1
"21","All_data",7141922,0.235009707470902,0.476582914235132,0.138490871224861,0.0524220230912631,0.0497258301056774,0.0284293219668319,0.0170729951965311,0.00226633670880192,8.6828402630457,-1,1
