"","UniqueCarrier","count.x","ratio__10","ratio__10_10","ratio_10_30","ratio_30_50","ratio_50_100","ratio_100","ratio_cancellations","ratio_nas","mean_delay","median_delay","all"
"1","DL",874526,0.0863564948326293,0.649299163203838,0.185436453575994,0.0367284677642517,0.0208295693895893,0.00866069162037492,0.0109041926712299,0.00178496694209206,6.57316003979482,2,1
"2","US",857906,0.121967907905994,0.612250060029887,0.15908969047891,0.0402479991980473,0.0290987590715067,0.0120840744790222,0.0229150979244812,0.00234641091215121,6.42670592202661,1,1
"3","AA",722277,0.16722531660291,0.591026711358662,0.143421429728484,0.0377265232037016,0.0321469463931428,0.0145539730601971,0.0113460625217195,0.00255303713118374,5.6965564881402,0,1
"4","UA",638750,0.165681409001957,0.597986692759296,0.142825831702544,0.0370489236790607,0.0299491193737769,0.0117886497064579,0.0125682974559687,0.00215107632093933,5.13481730298658,0,1
"5","WN",565426,0.058053573765621,0.754314446099047,0.126548832207928,0.0308475379625274,0.0188583475114339,0.0056116980825077,0.00435954483875874,0.00140601953217574,4.5956443470434,0,1
"6","CO",484834,0.159733022024033,0.570782989641816,0.154073352941419,0.0425176452146508,0.035628689407096,0.0183341102315432,0.0154320860335703,0.00349810450587211,7.27915762652001,0,1
"7","NW",482798,0.221467363162233,0.592204193057966,0.113840571004851,0.0278812256885903,0.0211869146102511,0.00985091073285308,0.0107995476368999,0.00276927410635504,2.05792372445391,-3,1
"8","TW",258205,0.163099087934006,0.582440309056757,0.153564028581941,0.0410565248542824,0.0292093491605507,0.0129664413934664,0.0150500571251525,0.00261420189384404,5.75913485042027,0,1
"9","HP",177851,0.0482032712776425,0.681171317563579,0.188376787310726,0.0373514908547042,0.0258699698061861,0.00931678764808744,0.00783802171480621,0.00187235382426863,7.90205764120733,3,1
"10","AS",117475,0.0660736326878059,0.681310917216429,0.195190466056608,0.0276399233879549,0.0141476909980847,0.00406895084060438,0.00749946797190892,0.00406895084060438,5.75669158427779,3,1
"11","All_data",5180048,0.131738354548066,0.62599091745868,0.152657465722325,0.0365963790296924,0.0265441555753924,0.0112516331894994,0.012884050495285,0.00233704398105964,5.6624897426136,0,1
