"","UniqueCarrier","count.x","ratio__10","ratio__10_10","ratio_10_30","ratio_30_50","ratio_50_100","ratio_100","ratio_cancellations","ratio_nas","mean_delay","median_delay","all"
"1","US",1002485,0.10024688648708,0.647627645301426,0.166368574093378,0.0381681521419273,0.0253799308717836,0.0091452739941246,0.0104699820944952,0.00259355501578577,5.995538660729,1,1
"2","DL",824062,0.0554727678257219,0.639922724261039,0.20648325004672,0.0452053364916717,0.0319029393419427,0.0126628821617791,0.00757467277947533,0.000775427091650871,9.43739269513119,4,1
"3","AA",712060,0.169605089458753,0.563083167148836,0.162921663904727,0.0430188467263995,0.0338103530601354,0.0142993567957756,0.00949919950565964,0.00376232339971351,6.4921699873473,1,1
"4","UA",606713,0.150008323540125,0.566752319465711,0.166751000885097,0.048021057732404,0.0371493605708135,0.015013688514998,0.0130110942076402,0.00329315508321068,7.44900229717118,1,1
"5","NW",461745,0.213433821698123,0.557238302526286,0.140843972322386,0.0372131804350886,0.0262655794865131,0.0109194468808542,0.010982252108848,0.00310344454190083,3.82924429038685,-1,1
"6","CO",427570,0.150649016535304,0.554669410856702,0.180578618705709,0.047187595013682,0.0360759641696097,0.0152232383001614,0.0118062539467222,0.00380990247210983,7.83238732884605,2,1
"7","WN",322759,0.0600478995163574,0.690694914781617,0.159292227327511,0.043998773078365,0.0292323374406291,0.0082476398799104,0.006661316957854,0.00182489101775628,6.91722392350478,1,1
"8","TW",264182,0.153420747817792,0.557028866463272,0.174088317902052,0.0491517211619262,0.0343891711017405,0.0150615863306357,0.0130856757841185,0.00377391343846288,7.467288856034,1,1
"9","EA",252013,0.191144901255094,0.575486185236476,0.121743719570022,0.0375694904627936,0.0366131905893744,0.0204116454309897,0.00843607274227917,0.00859479471297116,6.11843969627121,-1,1
"10","HP",216314,0.0654835100825652,0.700005547491147,0.169434248361179,0.0320044010096434,0.0185332433406992,0.00514992094825115,0.00741976940928465,0.00196935935723069,5.72174647545536,2,1
"11","AS",97934,0.080717626156391,0.653542181469153,0.184818347050054,0.0370147242020136,0.0216676537259787,0.00758674209161272,0.00964935568852492,0.00500336961627218,7.05229069731293,3,1
"12","PA (1)",83056,0.295234540550954,0.503937102677711,0.112827489886342,0.0333148718936621,0.0292092082450395,0.0138219996147178,0.00794644577152764,0.00370834136004623,1.97586736185557,-3,1
"13","All_data",5270893,0.128181126044486,0.604875682355912,0.168580162792149,0.04223383020676,0.0307735330616653,0.0123764606870221,0.00995239326618848,0.00302681158581667,6.80994721556888,1,1
